--- Initial condition ---
0
0
0
0
0
0
0
0
0
--- time: 0.4 ---
-1.59207e-07
-2.26504e-07
-1.19864e-08
4.51836e-07
1.1683e-06
2.22669e-06
3.81832e-06
6.2563e-06
1.0015e-05
1.57954e-05
2.46214e-05
3.79742e-05
5.79733e-05
8.76179e-05
0.000131101
0.000194211
0.000284841
0.000412606
0.000618191
0.000640447
0.00202489
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 0.5 ---
-3.44662e-08
-1.81304e-07
-1.33458e-07
1.42793e-07
6.51433e-07
1.43701e-06
2.62058e-06
4.42307e-06
7.19547e-06
1.14672e-05
1.80195e-05
2.79913e-05
4.30245e-05
6.546e-05
9.85966e-05
0.000147026
0.00021719
0.000313627
0.000501198
0.000415173
0.00167436
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 0.6 ---
4.21395e-08
-1.03494e-07
-1.56753e-07
-3.31168e-08
2.9653e-07
8.61385e-07
1.73557e-06
3.06871e-06
5.11398e-06
8.26568e-06
1.31153e-05
2.05336e-05
3.1786e-05
4.86902e-05
7.3828e-05
0.000110807
0.000165242
0.000234536
0.000411953
0.000256568
0.00135198
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 0.7 ---
7.04148e-08
-3.16206e-08
-1.25283e-07
-1.08885e-07
7.38922e-08
4.56802e-07
1.08939e-06
2.0708e-06
3.57882e-06
5.9019e-06
9.483e-06
1.49831e-05
2.33719e-05
3.60536e-05
5.50403e-05
8.30898e-05
0.000125773
0.000171573
0.000341233
0.000151391
0.00107076
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 0.8 ---
6.46688e-08
1.61957e-08
-7.42782e-08
-1.18754e-07
-4.6214e-08
1.89098e-07
6.29103e-07
1.34166e-06
2.4495e-06
4.15961e-06
6.79922e-06
1.08656e-05
1.70968e-05
2.65715e-05
4.08583e-05
6.19176e-05
9.61022e-05
0.000122064
0.000282775
8.57392e-05
0.000835219
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 0.9 ---
4.24282e-08
3.73421e-08
-2.6861e-08
-9.3362e-08
-9.33085e-08
2.81946e-08
3.14693e-07
8.1807e-07
1.62395e-06
2.87879e-06
4.82077e-06
7.81986e-06
1.24336e-05
1.94839e-05
3.02105e-05
4.57543e-05
7.39766e-05
8.39422e-05
0.000232842
4.72177e-05
0.000644121
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1 ---
1.78179e-08
3.80459e-08
5.79171e-09
-5.6186e-08
-9.45754e-08
-5.36564e-08
1.1364e-07
4.53173e-07
1.02806e-06
1.94202e-06
3.36635e-06
5.57307e-06
8.97962e-06
1.4204e-05
2.22651e-05
3.34181e-05
5.75214e-05
5.54219e-05
0.000189513
2.59654e-05
0.000492828
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.1 ---
-9.03832e-10
2.74715e-08
2.16689e-08
-2.21918e-08
-7.25464e-08
-8.16522e-08
-2.03653e-09
2.10609e-07
6.07268e-07
1.26345e-06
2.30192e-06
3.92057e-06
6.42943e-06
1.02809e-05
1.63769e-05
2.40147e-05
4.52189e-05
3.48344e-05
0.000151952
1.48524e-05
0.000375191
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.2 ---
-1.09797e-08
1.37777e-08
2.41922e-08
1.49657e-09
-4.36421e-08
-7.73504e-08
-5.68599e-08
6.07259e-08
3.20292e-07
7.79954e-07
1.52885e-06
2.71007e-06
4.55324e-06
7.37103e-06
1.20449e-05
1.68755e-05
3.58882e-05
2.05899e-05
0.000119828
9.17614e-06
0.000284834
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.3 ---
-1.34014e-08
2.28369e-09
1.88135e-08
1.36327e-08
-1.79505e-08
-5.76367e-08
-7.18495e-08
-2.14357e-08
1.34687e-07
4.44366e-07
9.74517e-07
1.82884e-06
3.17936e-06
5.21491e-06
8.87986e-06
1.15006e-05
2.86551e-05
1.12096e-05
9.29279e-05
6.12581e-06
0.000215923
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.4 ---
-1.09074e-08
-4.72921e-09
1.06326e-08
1.64556e-08
-8.74386e-11
-3.42791e-08
-6.40623e-08
-5.69359e-08
2.41183e-08
2.20505e-07
5.84972e-07
1.19357e-06
2.18025e-06
3.6188e-06
6.57937e-06
7.51081e-06
2.29067e-05
5.38118e-06
7.09481e-05
4.20957e-06
0.000163521
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.5 ---
-6.40712e-09
-7.27865e-09
3.18799e-09
1.35481e-08
9.29986e-09
-1.42141e-08
-4.626e-08
-6.30643e-08
-3.31235e-08
7.98357e-08
3.1947e-07
7.42451e-07
1.46126e-06
2.43965e-06
4.91055e-06
4.61122e-06
1.82366e-05
2.00609e-06
5.34372e-05
2.75605e-06
0.000123674
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.6 ---
-2.07585e-09
-6.63593e-09
-1.791e-09
8.32698e-09
1.18743e-08
-4.25233e-10
-2.69715e-08
-5.32721e-08
-5.47991e-08
-6.06681e-10
1.46569e-07
4.29145e-07
9.51916e-07
1.57289e-06
3.69634e-06
2.56497e-06
1.43885e-05
2.20618e-07
3.98161e-05
1.53883e-06
9.33325e-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.7 ---
9.31587e-10
-4.40373e-09
-4.03552e-09
3.24763e-09
1.01767e-08
6.86878e-09
-1.09938e-08
-3.72268e-08
-5.49835e-08
-3.93949e-08
4.15104e-08
2.18435e-07
5.99239e-07
9.42336e-07
2.80501e-06
1.17704e-06
1.12052e-05
-6.09595e-07
2.94411e-05
5.2798e-07
7.01974e-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.8 ---
2.35009e-09
-1.91707e-09
-4.15149e-09
-3.93175e-10
6.62651e-09
9.01075e-09
-2.1296e-10
-2.1127e-08
-4.42359e-08
-5.13235e-08
-1.54179e-08
8.31399e-08
3.62815e-07
4.92182e-07
2.14119e-06
2.85077e-07
8.58701e-06
-9.17208e-07
2.16709e-05
-2.52102e-07
5.25535e-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
--- time: 1.9 ---
2.48147e-09
1.1683e-11
-3.06009e-09
-2.27073e-09
2.99201e-09
7.90669e-09
5.44617e-09
-8.27348e-09
-2.98641e-08
-4.77644e-08
-3.98676e-08
2.05271e-09
2.11358e-07
1.80746e-07
1.63804e-06
-2.45303e-07
6.46292e-06
-9.73172e-07
1.59197e-05
-7.8836e-07
3.91195e-05
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
 5.5142e-13
 6.97476e-12
 4.59483e-11
 2.10641e-10
 7.57032e-10
 2.27752e-09
 5.97979e-09
 1.4104e-08
 3.0527e-08
 6.16319e-08
 1.17576e-07
 2.14155e-07
 3.75575e-07
 6.38539e-07
 1.05825e-06
 1.71712e-06
 2.73718e-06
 4.29763e-06
 6.65925e-06
 1.01979e-05
 1.54498e-05
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 1.85672e-09
 1.32182e-09
 -2.00685e-09
 -3.22458e-09
 4.0415e-10
 6.37125e-09
 8.08382e-09
 -4.29788e-10
 -1.95301e-08
 -4.20389e-08
 -4.80689e-08
 -3.98306e-08
 1.36695e-07
 1.0064e-08
 1.32697e-06
 -3.77577e-07
 4.87685e-06
 -2.96252e-07
 1.16734e-05
 4.88698e-07
 2.9044e-05
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 0
 6.07588e-09
 1.10158e-08
 1.97732e-08
 3.51396e-08
 6.18262e-08
 1.07698e-07
 1.85736e-07
 3.17135e-07
 5.36104e-07
 8.97244e-07
 1.48672e-06
 2.43896e-06
 3.9613e-06
 6.36983e-06
 1.01409e-05
 1.59837e-05
 2.49425e-05
 3.85352e-05
 5.89431e-05
 8.92617e-05
 0.00013383
 0.000198655
 0.000291947
 0.00042478
 0.000611902
 0.000872683
 0.00123222
 0.00172257
 0.00238409
 0.00326682
 0.00443185
 0.00595253
 0.00791545
 0.0104209
 0.013583
 0.0175283
 0.0223945
 0.028327
 0.0354746
 0.0439836
 0.053991
 0.0656158
 0.0789502
 0.0940491
 0.110921
 0.129518
 0.149727
 0.171369
 0.194186
 0.217852
 0.241971
 0.266085
 0.289692
 0.312254
 0.333225
 0.352065
 0.36827
 0.381388
 0.391043
 0.396953
 0.398942
 0.396953
 0.391043
 0.381388
 0.36827
 0.352065
 0.333225
 0.312254
 0.289692
 0.266085
 0.241971
 0.217852
 0.194186
 0.171369
 0.149727
 0.129518
 0.110921
 0.0940491
 0.0789502
 0.0656158
 0.053991
 0.0439836
 0.0354746
 0.028327
 0.0223945
 0.0175283
 0.013583
 0.0104209
 0.00791545
 0.00595253
 0.00443185
 0.00326682
 0.00238409
 0.00172257
 0.00123222
 0.000872683
 0.000611902
 0.00042478
 0.000291947
 0.000198655
 0.00013383
